Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Mason Mount,eng ENG,MF,26-249,3,3,177.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.6,3.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.09,0.19,0.29,0.09,0.29,Matches,Manchester-United
Diogo Dalot,pt POR,DF,26-182,3,2,183.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,10.0,6.0,19.0,0.0,0.49,0.49,0.0,0.49,0.01,0.37,0.38,0.01,0.38,Matches,Manchester-United
Benjamin Šeško,si SVN,FW,22-108,4,1,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.23,0.03,0.26,0.23,0.26,Matches,Manchester-United
Manuel Ugarte,uy URU,MF,24-158,3,1,127.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,3.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.06,0.03,0.06,Matches,Manchester-United
Noussair Mazraoui,ma MAR,DF,27-306,2,1,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United
Kobbie Mainoo,eng ENG,MF,20-150,2,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.08,0.17,0.25,0.08,0.25,Matches,Manchester-United
Joshua Zirkzee,nl NED,"FW,MF",24-117,2,0,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.7,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.82,0.06,0.88,0.82,0.88,Matches,Manchester-United
Harry Maguire,eng ENG,DF,32-195,3,0,44.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,Matches,Manchester-United
Ayden Heaven,eng ENG,DF,18-359,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Manchester-United
Tyler Fredricson,eng ENG,DF,20-205,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Tom Heaton,eng ENG,GK,39-154,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Senne Lammens,be BEL,GK,23-071,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Diego León,py PAR,DF,18-166,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
André Onana,cm CMR,GK,29-167,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Manchester-United
Squad Total,,,26.1,4,44,360.0,4.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,7.9,6.3,5.3,11.6,98.0,180.0,180.0,0.5,0.25,0.75,0.25,0.5,1.98,1.33,3.31,1.58,2.91,,Manchester-United
Opponent Total,,,26.7,4,44,360.0,4.0,7.0,5.0,12.0,7.0,0.0,0.0,10.0,0.0,6.9,6.9,5.0,11.9,58.0,110.0,107.0,1.75,1.25,3.0,1.75,3.0,1.73,1.25,2.98,1.73,2.98,,Manchester-United
Elliot Anderson,eng ENG,MF,22-314,4,4,360.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,1.1,1.5,7.0,36.0,10.0,0.0,0.25,0.25,0.0,0.25,0.1,0.27,0.36,0.1,0.36,Matches,Nottingham-Forest
Nikola Milenković,rs SRB,DF,27-339,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest
Matz Sels,be BEL,GK,33-202,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Neco Williams,wls WAL,DF,24-156,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.4,11.0,19.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.09,0.01,0.09,Matches,Nottingham-Forest
Ibrahim Sangaré,ci CIV,MF,27-288,4,4,337.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Nottingham-Forest
Morgan Gibbs-White,eng ENG,MF,25-232,4,4,326.0,3.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.3,1.0,7.0,25.0,34.0,0.0,0.28,0.28,0.0,0.28,0.19,0.08,0.27,0.19,0.27,Matches,Nottingham-Forest
Callum Hudson-Odoi,eng ENG,FW,24-313,4,4,308.0,3.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.6,0.9,14.0,10.0,36.0,0.29,0.0,0.29,0.29,0.29,0.11,0.16,0.27,0.11,0.27,Matches,Nottingham-Forest
Murillo,br BRA,DF,23-074,4,4,306.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Chris Wood,nz NZL,FW,33-283,4,4,296.0,3.3,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.6,1.6,0.2,1.7,0.0,5.0,7.0,0.61,0.0,0.61,0.61,0.61,0.48,0.05,0.53,0.48,0.53,Matches,Nottingham-Forest
Dan Ndoye,ch SUI,FW,24-326,4,4,295.0,3.3,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.5,18.0,6.0,30.0,0.31,0.31,0.61,0.31,0.61,0.03,0.13,0.16,0.03,0.16,Matches,Nottingham-Forest
Ola Aina,ng NGA,DF,28-343,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,5.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06,Matches,Nottingham-Forest
Morato,br BRA,DF,24-078,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
James Mcatee,eng ENG,"MF,FW",22-333,3,0,70.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,2.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.46,Matches,Nottingham-Forest
Nicolò Savona,it ITA,DF,22-181,1,0,54.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,Matches,Nottingham-Forest
Arnaud Kalimuendo,fr FRA,FW,23-239,3,0,53.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,4.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.19,0.02,0.21,0.19,0.21,Matches,Nottingham-Forest
Igor Jesus,br BRA,FW,24-203,3,0,33.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,Nottingham-Forest
Dilane Bakwa,fr FRA,FW,23-021,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Ryan Yates,eng ENG,MF,27-299,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Jota Silva,pt POR,FW,26-046,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Nottingham-Forest
Omari Hutchinson,eng ENG,"FW,MF",21-321,2,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.65,0.0,1.65,1.65,1.65,Matches,Nottingham-Forest
Zach Abbott,eng ENG,DF,19-126,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Taiwo Awoniyi,ng NGA,FW,28-035,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Willy Boly,ci CIV,DF,34-225,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Jair Cunha,br BRA,DF,20-193,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Angus Gunn,sct SCO,GK,29-237,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
John,br BRA,GK,29-215,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Douglas Luiz,br BRA,MF,27-130,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Nottingham-Forest
Squad Total,,,26.7,4,44,360.0,4.0,4.0,3.0,7.0,4.0,0.0,0.0,5.0,0.0,3.7,3.7,3.3,7.0,75.0,171.0,169.0,1.0,0.75,1.75,1.0,1.75,0.92,0.83,1.75,0.92,1.75,,Nottingham-Forest
Opponent Total,,,26.0,4,44,360.0,4.0,8.0,5.0,13.0,6.0,2.0,2.0,6.0,0.0,6.7,5.2,4.7,9.9,75.0,129.0,127.0,2.0,1.25,3.25,1.5,2.75,1.69,1.17,2.85,1.31,2.47,,Nottingham-Forest
Joe Rodon,wls WAL,DF,27-329,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Anton Stach,de GER,MF,26-305,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.8,1.3,8.0,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.33,0.13,0.33,Matches,Leeds-United
Pascal Struijk,nl NED,DF,26-036,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Matches,Leeds-United
Jayden Bogle,eng ENG,DF,25-051,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.2,16.0,10.0,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.06,0.04,0.06,Matches,Leeds-United
Gabriel Gudmundsson,se SWE,DF,26-140,4,4,349.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.3,0.5,9.0,12.0,14.0,0.0,0.0,0.0,0.0,0.0,0.04,0.08,0.12,0.04,0.12,Matches,Leeds-United
Lucas Perri,br BRA,GK,27-280,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Daniel James,wls WAL,FW,27-310,4,3,213.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,8.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.18,0.12,0.3,0.18,0.3,Matches,Leeds-United
Wilfried Gnonto,it ITA,FW,21-315,4,3,192.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,4.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.08,0.04,0.12,0.08,0.12,Matches,Leeds-United
Sean Longstaff,eng ENG,MF,27-321,4,2,214.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Leeds-United
Ilia Gruev,bg BUL,MF,25-133,3,2,193.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Ethan Ampadu,wls WAL,MF,25-002,2,2,167.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Ao Tanaka,jp JPN,MF,27-006,2,2,146.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Leeds-United
Joël Piroe,nl NED,FW,26-045,2,2,134.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.22,0.22,0.22,Matches,Leeds-United
Brenden Aaronson,us USA,FW,24-329,4,1,156.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.5,0.7,2.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.08,0.31,0.39,0.08,0.39,Matches,Leeds-United
Lukas Nmecha,de GER,FW,26-276,4,1,137.0,1.5,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.9,0.2,0.0,0.2,1.0,1.0,7.0,0.66,0.0,0.66,0.0,0.0,0.59,0.0,0.59,0.12,0.12,Matches,Leeds-United
Noah Okafor,ch SUI,FW,25-115,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.0,0.2,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.17,0.02,0.19,0.17,0.19,Matches,Leeds-United
Karl Darlow,wls WAL,GK,34-343,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Dominic Calvert-Lewin,eng ENG,FW,28-184,2,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.38,0.04,0.42,0.38,0.42,Matches,Leeds-United
Jack Harrison,eng ENG,FW,28-300,3,0,67.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
James Justin,eng ENG,DF,27-205,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Sam Byram,eng ENG,DF,32-000,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Leeds-United
Jaka Bijol,si SVN,"DF,MF",26-223,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Sebastiaan Bornauw,be BEL,DF,26-178,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Illan Meslier,fr FRA,GK,25-198,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Largie Ramazani,be BEL,"FW,MF",24-201,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Leeds-United
Squad Total,,,26.6,4,44,360.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,5.0,0.0,3.7,2.9,2.3,5.2,60.0,109.0,108.0,0.25,0.0,0.25,0.0,0.0,0.91,0.57,1.48,0.74,1.31,,Leeds-United
Opponent Total,,,27.2,4,44,360.0,4.0,5.0,4.0,9.0,4.0,1.0,1.0,4.0,0.0,4.8,4.0,2.7,6.7,74.0,164.0,161.0,1.25,1.0,2.25,1.0,2.0,1.2,0.68,1.88,1.0,1.68,,Leeds-United
Martin Dúbravka,sk SVK,GK,36-244,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Quilindschy Hartman,nl NED,DF,23-306,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,1.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,Burnley
Kyle Walker,eng ENG,DF,35-111,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Jaidon Anthony,eng ENG,"MF,FW",25-289,4,4,352.0,3.9,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.7,1.7,0.2,1.9,6.0,8.0,17.0,0.51,0.26,0.77,0.51,0.77,0.43,0.04,0.47,0.43,0.47,Matches,Burnley
Hjalmar Ekdal,se SWE,DF,26-330,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,Matches,Burnley
Maxime Estève,fr FRA,DF,23-113,4,4,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,Burnley
Lyle Foster,za RSA,FW,25-013,4,4,333.0,3.7,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.4,1.1,3.0,3.0,19.0,0.27,0.0,0.27,0.27,0.27,0.2,0.1,0.3,0.2,0.3,Matches,Burnley
Josh Cullen,ie IRL,MF,29-162,4,4,332.0,3.7,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,2.0,17.0,2.0,0.27,0.27,0.54,0.27,0.54,0.02,0.2,0.22,0.02,0.22,Matches,Burnley
Lesley Ugochukwu,fr FRA,MF,21-174,4,3,254.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.1,0.0,0.1,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,Matches,Burnley
Hannibal Mejbri,tn TUN,MF,22-238,4,3,236.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.06,0.07,0.13,0.06,0.13,Matches,Burnley
Josh Laurent,eng ENG,"MF,DF",30-133,4,2,189.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.2,0.3,2.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.14,0.05,0.14,Matches,Burnley
Jacob Bruun Larsen,dk DEN,"FW,MF",26-362,3,2,177.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.6,0.7,1.0,4.0,13.0,0.0,0.51,0.51,0.0,0.51,0.03,0.31,0.34,0.03,0.34,Matches,Burnley
Loum Tchaouna,fr FRA,MF,22-008,4,1,113.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.1,0.3,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.17,0.09,0.25,0.17,0.25,Matches,Burnley
Oliver Sonne,pe PER,"DF,FW",24-310,3,1,104.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,Burnley
Florentino Luís,pt POR,MF,26-028,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Zian Flemming,nl NED,FW,27-046,2,0,22.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32,Matches,Burnley
Joe Worrall,eng ENG,DF,28-249,3,0,21.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Marcus Edwards,eng ENG,FW,26-287,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
Armando Broja,al ALB,FW,24-006,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Burnley
