name,nation,pos,age,mp,starts,min,gls,gls,ast,ast,pk,crdy,crdr,xg,xg,xag,xag,team
Diogo Dalot,pt POR,DF,26-183,3,2,183.0,0.0,0.0,1.0,0.49,0.0,0.0,0.0,0.0,0.01,0.8,0.37,Manchester-United
Benjamin Šeško,si SVN,FW,22-109,4,1,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.23,0.1,0.03,Manchester-United
Manuel Ugarte,uy URU,MF,24-159,3,1,127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.02,Manchester-United
Noussair Mazraoui,ma MAR,DF,27-307,2,1,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Kobbie Mainoo,eng ENG,MF,20-151,2,0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.1,0.17,Manchester-United
Joshua Zirkzee,nl NED,"FW,MF",24-118,2,0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.82,0.0,0.06,Manchester-United
Harry Maguire,eng ENG,DF,32-196,3,0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,Manchester-United
Ayden Heaven,eng ENG,DF,18-360,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester-United
Tyler Fredricson,eng ENG,DF,20-206,0,0,,,,,,,,,,,,,Manchester-United
Tom Heaton,eng ENG,GK,39-155,0,0,,,,,,,,,,,,,Manchester-United
Senne Lammens,be BEL,GK,23-072,0,0,,,,,,,,,,,,,Manchester-United
Diego León,py PAR,DF,18-167,0,0,,,,,,,,,,,,,Manchester-United
André Onana,cm CMR,GK,29-168,0,0,,,,,,,,,,,,,Manchester-United
Elliot Anderson,eng ENG,MF,22-315,4,4,360.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.4,0.1,1.1,0.27,Nottingham-Forest
Nikola Milenković,rs SRB,DF,27-340,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.01,0.0,0.0,Nottingham-Forest
Matz Sels,be BEL,GK,33-203,4,4,360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest
Neco Williams,wls WAL,DF,24-157,4,4,360.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.01,0.3,0.08,Nottingham-Forest
Ibrahim Sangaré,ci CIV,MF,27-289,4,4,337.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,Nottingham-Forest
Morgan Gibbs-White,eng ENG,MF,25-233,4,4,326.0,0.0,0.0,1.0,0.28,0.0,0.0,0.0,0.7,0.19,0.3,0.08,Nottingham-Forest
Callum Hudson-Odoi,eng ENG,FW,24-314,4,4,308.0,1.0,0.29,0.0,0.0,0.0,0.0,0.0,0.4,0.11,0.6,0.16,Nottingham-Forest
Murillo,br BRA,DF,23-075,4,4,306.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest
Chris Wood,nz NZL,FW,33-284,4,4,296.0,2.0,0.61,0.0,0.0,0.0,0.0,0.0,1.6,0.48,0.2,0.05,Nottingham-Forest
Dan Ndoye,ch SUI,FW,24-327,4,4,295.0,1.0,0.31,1.0,0.31,0.0,0.0,0.0,0.1,0.03,0.4,0.13,Nottingham-Forest
Ola Aina,ng NGA,DF,28-344,3,3,270.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.01,0.1,0.05,Nottingham-Forest
Morato,br BRA,DF,24-079,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest
James Mcatee,eng ENG,"MF,FW",22-334,3,0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.46,Nottingham-Forest
Nicolò Savona,it ITA,DF,22-182,1,0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,Nottingham-Forest
Arnaud Kalimuendo,fr FRA,FW,23-240,3,0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.02,Nottingham-Forest
Igor Jesus,br BRA,FW,24-204,3,0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.19,0.0,0.0,Nottingham-Forest
Dilane Bakwa,fr FRA,FW,23-022,1,0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest
Ryan Yates,eng ENG,MF,27-300,3,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest
Jota Silva,pt POR,FW,26-047,1,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Nottingham-Forest
Omari Hutchinson,eng ENG,"FW,MF",21-322,2,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,1.65,0.0,0.0,Nottingham-Forest
Zach Abbott,eng ENG,DF,19-127,0,0,,,,,,,,,,,,,Nottingham-Forest
Taiwo Awoniyi,ng NGA,FW,28-036,0,0,,,,,,,,,,,,,Nottingham-Forest
Willy Boly,ci CIV,DF,34-226,0,0,,,,,,,,,,,,,Nottingham-Forest
Jair Cunha,br BRA,DF,20-194,0,0,,,,,,,,,,,,,Nottingham-Forest
Angus Gunn,sct SCO,GK,29-238,0,0,,,,,,,,,,,,,Nottingham-Forest
John,br BRA,GK,29-216,0,0,,,,,,,,,,,,,Nottingham-Forest
Douglas Luiz,br BRA,MF,27-131,0,0,,,,,,,,,,,,,Nottingham-Forest
Joe Rodon,wls WAL,DF,27-330,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Anton Stach,de GER,MF,26-306,4,4,360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.13,0.8,0.2,Leeds-United
Pascal Struijk,nl NED,DF,26-037,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.0,0.01,Leeds-United
Jayden Bogle,eng ENG,DF,25-052,4,4,352.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.04,0.1,0.01,Leeds-United
Gabriel Gudmundsson,se SWE,DF,26-141,4,4,349.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.04,0.3,0.08,Leeds-United
Lucas Perri,br BRA,GK,27-281,3,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Daniel James,wls WAL,FW,27-311,4,3,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.18,0.3,0.12,Leeds-United
Wilfried Gnonto,it ITA,FW,21-316,4,3,192.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.08,0.1,0.04,Leeds-United
Sean Longstaff,eng ENG,MF,27-322,4,2,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,Leeds-United
Ilia Gruev,bg BUL,MF,25-134,3,2,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Ethan Ampadu,wls WAL,MF,25-003,2,2,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Ao Tanaka,jp JPN,MF,27-007,2,2,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.1,0.07,Leeds-United
Joël Piroe,nl NED,FW,26-046,2,2,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.22,0.0,0.0,Leeds-United
Brenden Aaronson,us USA,FW,24-330,4,1,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.08,0.5,0.31,Leeds-United
Lukas Nmecha,de GER,FW,26-277,4,1,137.0,1.0,0.66,0.0,0.0,1.0,0.0,0.0,0.9,0.59,0.0,0.0,Leeds-United
Noah Okafor,ch SUI,FW,25-116,2,1,93.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.17,0.0,0.02,Leeds-United
Karl Darlow,wls WAL,GK,34-344,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Dominic Calvert-Lewin,eng ENG,FW,28-185,2,1,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.38,0.0,0.04,Leeds-United
Jack Harrison,eng ENG,FW,28-301,3,0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
James Justin,eng ENG,DF,27-206,1,0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Sam Byram,eng ENG,DF,32-001,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leeds-United
Jaka Bijol,si SVN,"DF,MF",26-224,0,0,,,,,,,,,,,,,Leeds-United
Sebastiaan Bornauw,be BEL,DF,26-179,0,0,,,,,,,,,,,,,Leeds-United
Illan Meslier,fr FRA,GK,25-199,0,0,,,,,,,,,,,,,Leeds-United
Largie Ramazani,be BEL,"FW,MF",24-202,0,0,,,,,,,,,,,,,Leeds-United
Martin Dúbravka,sk SVK,GK,36-245,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
Quilindschy Hartman,nl NED,DF,23-307,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,0.1,0.02,Burnley
Kyle Walker,eng ENG,DF,35-112,4,4,360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Burnley
Jaidon Anthony,eng ENG,"MF,FW",25-290,4,4,352.0,2.0,0.51,1.0,0.26,0.0,1.0,0.0,1.7,0.43,0.2,0.04,Burnley
Hjalmar Ekdal,se SWE,DF,26-331,4,4,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Burnley
Maxime Estève,fr FRA,DF,23-114,4,4,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,Burnley
Lyle Foster,za RSA,FW,25-014,4,4,333.0,1.0,0.27,0.0,0.0,0.0,1.0,0.0,0.7,0.2,0.4,0.1,Burnley
Josh Cullen,ie IRL,MF,29-163,4,4,332.0,1.0,0.27,1.0,0.27,0.0,0.0,0.0,0.1,0.02,0.7,0.2,Burnley
Lesley Ugochukwu,fr FRA,MF,21-175,4,3,254.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.1,0.03,0.0,0.01,Burnley
Hannibal Mejbri,tn TUN,MF,22-239,4,3,236.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.2,0.07,Burnley
Josh Laurent,eng ENG,"MF,DF",30-134,4,2,189.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.05,0.2,0.08,Burnley
Jacob Bruun Larsen,dk DEN,"FW,MF",26-363,3,2,177.0,0.0,0.0,1.0,0.51,0.0,0.0,0.0,0.1,0.03,0.6,0.31,Burnley
Loum Tchaouna,fr FRA,MF,22-009,4,1,113.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.17,0.1,0.09,Burnley
Oliver Sonne,pe PER,"DF,FW",24-311,3,1,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,Burnley
Florentino Luís,pt POR,MF,26-029,1,0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
Zian Flemming,nl NED,FW,27-047,2,0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.32,Burnley
Joe Worrall,eng ENG,DF,28-250,3,0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
Marcus Edwards,eng ENG,FW,26-288,1,0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
Armando Broja,al ALB,FW,24-007,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Burnley
Bashir Humphreys,eng ENG,DF,22-186,0,0,,,,,,,,,,,,,Burnley
Lucas,br BRA,DF,24-177,0,0,,,,,,,,,,,,,Burnley
Aaron Ramsey,eng ENG,MF,22-239,0,0,,,,,,,,,,,,,Burnley
Max Weiß,de GER,GK,21-094,0,0,,,,,,,,,,,,,Burnley
Jarrod Bowen,eng ENG,FW,28-271,4,4,360.0,1.0,0.25,0.0,0.0,0.0,0.0,0.0,0.5,0.12,0.8,0.21,West-Ham-United
El Hadji Malick Diouf,sn SEN,DF,20-263,4,4,360.0,0.0,0.0,2.0,0.5,0.0,0.0,0.0,0.2,0.04,0.5,0.13,West-Ham-United
Mads Hermansen,dk DEN,GK,25-068,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Max Kilman,eng ENG,DF,28-117,4,4,360.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.1,0.0,0.01,West-Ham-United
Lucas Paquetá,br BRA,"MF,FW",28-021,4,4,337.0,2.0,0.53,0.0,0.0,1.0,0.0,0.0,1.4,0.38,0.1,0.03,West-Ham-United
James Ward-Prowse,eng ENG,MF,30-320,4,4,323.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.7,0.2,West-Ham-United
Tomáš Souček,cz CZE,MF,30-202,4,3,232.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.07,0.0,0.0,West-Ham-United
Niclas Füllkrug,de GER,FW,32-220,3,3,198.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.13,0.2,0.08,West-Ham-United
Kyle Walker-Peters,eng ENG,DF,28-157,3,2,201.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,West-Ham-United
Nayef Aguerd,ma MAR,DF,29-171,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.05,0.0,0.0,West-Ham-United
Konstantinos Mavropanos,gr GRE,DF,27-280,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.0,0.0,West-Ham-United
Aaron Wan-Bissaka,cd COD,DF,27-295,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,West-Ham-United
Mateus Fernandes,pt POR,"FW,MF",21-069,2,2,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.34,West-Ham-United
Jean-Clair Todibo,fr FRA,DF,25-261,2,2,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Guido Rodríguez,ar ARG,MF,31-158,1,1,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,West-Ham-United
Crysencio Summerville,nl NED,FW,23-322,2,1,69.0,0.0,0.0,1.0,1.3,0.0,0.0,0.0,0.0,0.0,0.1,0.09,West-Ham-United
Callum Wilson,eng ENG,FW,33-202,4,0,115.0,1.0,0.78,0.0,0.0,0.0,0.0,0.0,1.1,0.85,0.0,0.03,West-Ham-United
Freddie Potts,eng ENG,MF,22-005,1,0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Luis Guilherme,br BRA,FW,19-220,1,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Soungoutou Magassa,fr FRA,MF,21-344,1,0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,West-Ham-United
Andy Irving,sct SCO,MF,25-127,3,0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,West-Ham-United
Edson Álvarez,mx MEX,"DF,MF",27-328,0,0,,,,,,,,,,,,,West-Ham-United
Alphonse Areola,fr FRA,GK,32-202,0,0,,,,,,,,,,,,,West-Ham-United
Łukasz Fabiański,pl POL,GK,40-152,0,0,,,,,,,,,,,,,West-Ham-United
Igor,br BRA,DF,27-222,0,0,,,,,,,,,,,,,West-Ham-United
Callum Marshall,nir NIR,FW,20-293,0,0,,,,,,,,,,,,,West-Ham-United
Oliver Scarles,eng ENG,MF,19-279,0,0,,,,,,,,,,,,,West-Ham-United
Tyrone Mings,eng ENG,DF,32-188,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.07,0.1,0.02,Aston-Villa
Morgan Rogers,eng ENG,"FW,MF",23-053,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.3,0.07,Aston-Villa
Ollie Watkins,eng ENG,FW,29-261,4,4,352.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.28,0.4,0.09,Aston-Villa
Matty Cash,pl POL,DF,28-041,4,4,343.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.4,0.11,Aston-Villa
John McGinn,sct SCO,"FW,MF",30-334,4,4,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.7,0.2,Aston-Villa
Youri Tielemans,be BEL,MF,28-133,4,4,315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.2,0.05,Aston-Villa
Lucas Digne,fr FRA,DF,32-059,4,3,251.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.03,0.0,0.0,Aston-Villa
Ezri Konsa,eng ENG,DF,27-329,3,3,245.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.01,Aston-Villa
Marco Bizot,nl NED,GK,34-191,2,2,180.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Emiliano Martínez,ar ARG,GK,33-015,2,2,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Amadou Onana,be BEL,MF,24-032,2,2,153.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.13,0.0,0.0,Aston-Villa
Boubacar Kamara,fr FRA,"MF,DF",25-298,2,2,105.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.05,0.0,0.0,Aston-Villa
Emi Buendía,ar ARG,"MF,FW",28-266,3,1,174.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,0.16,0.3,0.16,Aston-Villa
Donyell Malen,nl NED,"FW,MF",26-251,4,1,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.15,0.0,0.0,Aston-Villa
Ian Maatsen,nl NED,DF,23-191,2,1,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.12,0.2,0.14,Aston-Villa
Pau Torres,es ESP,DF,28-244,2,1,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,Aston-Villa
Evann Guessand,ci CIV,"FW,MF",24-078,3,1,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.06,0.0,0.0,Aston-Villa
Lamare Bogarde,nl NED,MF,21-255,3,1,102.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Harvey Elliott,eng ENG,"MF,FW",22-166,1,0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Bradley Paul Burrowes,eng ENG,DF,17-197,1,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Victor Lindelöf,se SWE,MF,31-062,1,0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Aston-Villa
Samuel Iling-Junior,eng ENG,DF,21-348,0,0,,,,,,,,,,,,,Aston-Villa
Jamaldeen Jimoh,eng ENG,MF,18-350,0,0,,,,,,,,,,,,,Aston-Villa
Travis Patterson,eng ENG,DF,19-346,0,0,,,,,,,,,,,,,Aston-Villa
Sam Proctor,eng ENG,GK,18-270,0,0,,,,,,,,,,,,,Aston-Villa
Triston Rowe,eng ENG,DF,19-122,0,0,,,,,,,,,,,,,Aston-Villa
Jadon Sancho,eng ENG,"FW,MF",25-176,0,0,,,,,,,,,,,,,Aston-Villa
James Wright,eng ENG,GK,20-289,0,0,,,,,,,,,,,,,Aston-Villa
Emmanuel Agbadou,ci CIV,DF,28-092,4,4,360.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.06,0.0,0.01,Wolverhampton-Wanderers
João Gomes,br BRA,MF,24-217,4,4,360.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.1,0.04,Wolverhampton-Wanderers
Toti Gomes,pt POR,DF,26-244,4,4,318.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.01,0.0,0.01,Wolverhampton-Wanderers
Marshall Munetsi,zw ZIM,FW,29-087,4,3,295.0,0.0,0.0,1.0,0.31,0.0,1.0,0.0,0.1,0.04,0.4,0.13,Wolverhampton-Wanderers
José Sá,pt POR,GK,32-243,3,3,270.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.02,Wolverhampton-Wanderers
André,br BRA,MF,24-063,4,3,244.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Hugo Bueno,es ESP,"MF,DF",22-364,4,2,229.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.02,0.3,0.12,Wolverhampton-Wanderers
Matt Doherty,ie IRL,DF,33-244,2,2,180.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Hwang Hee-chan,kr KOR,FW,29-234,4,2,173.0,1.0,0.52,0.0,0.0,0.0,0.0,0.0,0.6,0.29,0.0,0.02,Wolverhampton-Wanderers
Jean-Ricner Bellegarde,ht HAI,"FW,MF",27-082,4,2,169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.07,0.1,0.07,Wolverhampton-Wanderers
Jhon Arias,co COL,FW,27-361,4,2,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.12,0.1,0.03,Wolverhampton-Wanderers
Jørgen Strand Larsen,no NOR,FW,25-223,2,2,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.28,0.0,0.0,Wolverhampton-Wanderers
David Møller Wolfe,no NOR,MF,23-147,3,2,131.0,0.0,0.0,1.0,0.69,0.0,0.0,0.0,0.0,0.0,0.3,0.18,Wolverhampton-Wanderers
Ki-Jana Hoever,nl NED,MF,23-242,2,2,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.21,Wolverhampton-Wanderers
Jackson Tchatchoua,cm CMR,"MF,DF",24-003,3,1,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,Wolverhampton-Wanderers
Santiago Bueno,uy URU,DF,26-312,2,1,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,Wolverhampton-Wanderers
Rodrigo Gomes,pt POR,"DF,MF",22-072,3,1,121.0,1.0,0.74,0.0,0.0,0.0,0.0,0.0,0.6,0.47,0.0,0.0,Wolverhampton-Wanderers
Sam Johnstone,eng ENG,GK,32-176,1,1,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Ladislav Krejčí,cz CZE,"MF,DF",26-150,1,1,90.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.06,Wolverhampton-Wanderers
Tolu Arokodare,ng NGA,FW,24-298,1,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Yerson Mosquera,co COL,DF,24-138,1,1,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Fer López,es ESP,"MF,FW",21-116,3,0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.17,0.0,0.06,Wolverhampton-Wanderers
Sasa Kalajdzic,at AUT,FW,28-072,1,0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton-Wanderers
Daniel Bentley,eng ENG,GK,32-066,0,0,,,,,,,,,,,,,Wolverhampton-Wanderers
